,Links,Judul,Deskripsi,Harga,Rating,Review
59,https://www.airbnb.com/rooms/49222915?previous_page_section_name=1000&translate_ugc=false&federated_search_id=84c3d9ac-6b1b-4b9a-a330-1ec4ac6e1fac,Elegant House in Pondok Indah next to RSPI,8 guests · 4 bedrooms · 4 beds · 3 baths,$140,4.67, (3 reviews)
60,https://www.airbnb.com/rooms/41160228?previous_page_section_name=1000&translate_ugc=false&federated_search_id=84c3d9ac-6b1b-4b9a-a330-1ec4ac6e1fac,Smart and Safe Apartment in Kebagusan City Royal,2 guests · Studio · 1 bed · 1 bath,$16,5.0, (18 reviews)
61,https://www.airbnb.com/rooms/33914460?previous_page_section_name=1000&translate_ugc=false&federated_search_id=84c3d9ac-6b1b-4b9a-a330-1ec4ac6e1fac,Luxury Mansion in Quiet Surrounds 24 security,10 guests · 3 bedrooms · 3 beds · 3 baths,$307,4.71, (24 reviews)
62,https://www.airbnb.com/rooms/20663626?previous_page_section_name=1000&translate_ugc=false&federated_search_id=84c3d9ac-6b1b-4b9a-a330-1ec4ac6e1fac,A Cozy Scandinavian Apartment Style,4 guests · 1 bedroom · 2 beds · 1 bath,$28,4.86, (124 reviews)
63,https://www.airbnb.com/rooms/36197980?previous_page_section_name=1000&translate_ugc=false&federated_search_id=84c3d9ac-6b1b-4b9a-a330-1ec4ac6e1fac,Cozy Apartment closed to UI,2 guests · Studio · 1 bed · 1 bath,$19,4.67, (3 reviews)
64,https://www.airbnb.com/rooms/36894403?previous_page_section_name=1000&translate_ugc=false&federated_search_id=84c3d9ac-6b1b-4b9a-a330-1ec4ac6e1fac,TentremRogo Living Space,2 guests · Studio · 1 bed · 1 private bath,$42,4.89, (9 reviews)
65,https://www.airbnb.com/rooms/26788967?previous_page_section_name=1000&translate_ugc=false&federated_search_id=84c3d9ac-6b1b-4b9a-a330-1ec4ac6e1fac,Apartemen Grand Taman Melati,2 guests · Studio · 1 bed · 1 bath,$18,4.73, (37 reviews)
66,https://www.airbnb.com/rooms/45834267?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6c654962-00a0-44a4-aa37-56bd740f6ca9,Versatile House With Beautiful Garden Beyond,12 guests · 6 bedrooms · 9 beds · 3.5 baths,$105,5.0, (15 reviews)
67,https://www.airbnb.com/rooms/45263298?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6c654962-00a0-44a4-aa37-56bd740f6ca9,STUDIO @ Havenwood TB Simatupang,2 guests · Studio · 1 bed · 1 bath,$30,4.71, (7 reviews)
68,https://www.airbnb.com/rooms/36453736?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6c654962-00a0-44a4-aa37-56bd740f6ca9,Cozy Home Stay near UI for family and backpacker,7 guests · 3 bedrooms · 5 beds · 2 baths,$44,4.95, (19 reviews)
69,https://www.airbnb.com/rooms/17289574?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6c654962-00a0-44a4-aa37-56bd740f6ca9,Gardenia cozy 1608,3 guests · 1 bedroom · 1 bed · 1 bath,$12,4.58, (67 reviews)
70,https://www.airbnb.com/rooms/44365655?previous_page_section_name=1000&translate_ugc=false&federated_search_id=6c654962-00a0-44a4-aa37-56bd740f6ca9,Our rooms are ready for you...!,2 guests · 1 bedroom · 0 beds · 1 bath,$24,4.33, (3 reviews)
71,https://www.airbnb.com/rooms/41390005?previous_page_section_name=1000&translate_ugc=false&federated_search_id=c7d4e950-c7d0-422a-9b13-30c95799ecbd,Casa De Parco - cassea tower Aeon ICE wifi netflix,2 guests · Studio · 1 bed · 1 bath,$21,4.89, (18 reviews)
72,https://www.airbnb.com/rooms/27768098?previous_page_section_name=1000&translate_ugc=false&federated_search_id=c7d4e950-c7d0-422a-9b13-30c95799ecbd,Cinere Bellevue Suites (with mall n Cinema XXI),4 guests · 2 bedrooms · 2 beds · 1 bath,$28,4.96, (25 reviews)
73,https://www.airbnb.com/rooms/23009696?previous_page_section_name=1000&translate_ugc=false&federated_search_id=c7d4e950-c7d0-422a-9b13-30c95799ecbd,"""Rumah Satoe""",6 guests · 4 bedrooms · 4 beds · 3 baths,$67,4.86, (7 reviews)
74,https://www.airbnb.com/rooms/21083272?previous_page_section_name=1000&translate_ugc=false&federated_search_id=c7d4e950-c7d0-422a-9b13-30c95799ecbd,"Comfortable, Fully Furnished 3 BR Apartment",6 guests · 3 bedrooms · 3 beds · 2 baths,$53,4.93, (60 reviews)
75,https://www.airbnb.com/rooms/17647029?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1d4020f9-89bd-45e3-99c6-78e0ffb8ab2e,"Depok City,  University of Indonesia, Mares 2, L11",2 guests · 1 bedroom · 1 bed · 1 bath,$11,4.78, (27 reviews)
76,https://www.airbnb.com/rooms/34862159?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1d4020f9-89bd-45e3-99c6-78e0ffb8ab2e,"DISKON!Terbaik di Depok: Fast Wifi, TV, HotShower",2 guests · Studio · 1 bed · 1 bath,$105,4.63, (8 reviews)
77,https://www.airbnb.com/rooms/29905813?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1d4020f9-89bd-45e3-99c6-78e0ffb8ab2e,TR Apartemen margonda residence 2,2 guests · 1 bedroom · 1 bed · 1 private bath,$19,4.0, (11 reviews)
78,https://www.airbnb.com/rooms/35639195?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1d4020f9-89bd-45e3-99c6-78e0ffb8ab2e,***Bougenville House BSD City***Nice Landscape,7 guests · 3 bedrooms · 3 beds · 2 baths,$52,4.91, (46 reviews)
79,https://www.airbnb.com/rooms/30910662?previous_page_section_name=1000&translate_ugc=false&federated_search_id=31bfd036-ee5e-472e-9719-05067388d341,Nice Tropical Private House at South Jakarta,4 guests · 1 bedroom · 3 beds · 1 bath,$48,4.94, (35 reviews)
80,https://www.airbnb.com/rooms/8641537?previous_page_section_name=1000&translate_ugc=false&federated_search_id=31bfd036-ee5e-472e-9719-05067388d341,Quiet wBalinese Style Garden 1BRoom,2 guests · 1 bedroom · 1 bed · 1 bath,$79,4.74, (19 reviews)
81,https://www.airbnb.com/rooms/40695906?previous_page_section_name=1000&translate_ugc=false&federated_search_id=31bfd036-ee5e-472e-9719-05067388d341,"Cozy Apartment POINS, South Jakarta - 3min to MRT!",5 guests · 3 bedrooms · 3 beds · 2 baths,$63,5.0, (39 reviews)
82,https://www.airbnb.com/rooms/39367420?previous_page_section_name=1000&translate_ugc=false&federated_search_id=31bfd036-ee5e-472e-9719-05067388d341,Cozy stay @Atlanta Margonda,2 guests · 1 bedroom · 1 bed · 1 bath,$28,4.50, (4 reviews)
83,https://www.airbnb.com/rooms/28083186?previous_page_section_name=1000&translate_ugc=false&federated_search_id=31bfd036-ee5e-472e-9719-05067388d341,apartemen Margonda residence 3 by ajo,2 guests · 1 bedroom · 1 bed · 1 private bath,$18,4.33, (3 reviews)
84,https://www.airbnb.com/rooms/29222425?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1d2b9048-0341-4604-8ff7-63363676b66f,2BR Apt in Pondok Indah South JKT Pool+Gym+Tennis,3 guests · 2 bedrooms · 2 beds · 1 bath,$28,4.71, (29 reviews)
85,https://www.airbnb.com/rooms/15362844?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1d2b9048-0341-4604-8ff7-63363676b66f,Cozy and Modern Apartment with Golf View,4 guests · 2 bedrooms · 3 beds · 1 bath,$42,4.80, (50 reviews)
86,https://www.airbnb.com/rooms/33067934?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1d2b9048-0341-4604-8ff7-63363676b66f,1 BR Apartment with Netflix+DisneyHot Pejaten Park,4 guests · 1 bedroom · 2 beds · 1.5 baths,$36,4.96, (51 reviews)
87,https://www.airbnb.com/rooms/32070888?previous_page_section_name=1000&translate_ugc=false&federated_search_id=1d2b9048-0341-4604-8ff7-63363676b66f,Pesona Air - Private Pool and Villa,10 guests · 3 bedrooms · 10 beds · 4 baths,$159,4.77, (13 reviews)
88,https://www.airbnb.com/rooms/15845496?previous_page_section_name=1000&translate_ugc=false&federated_search_id=4698e64d-6759-4732-8772-03e2dd4643f1,Cozy place near UI,2 guests · 1 bedroom · 1 bed · 1 bath,$25,5.0, (3 reviews)
89,https://www.airbnb.com/rooms/44365655?previous_page_section_name=1000&translate_ugc=false&federated_search_id=4698e64d-6759-4732-8772-03e2dd4643f1,Our rooms are ready for you...!,2 guests · 1 bedroom · 0 beds · 1 bath,$24,4.33, (3 reviews)
90,https://www.airbnb.com/rooms/39601591?previous_page_section_name=1000&translate_ugc=false&federated_search_id=4698e64d-6759-4732-8772-03e2dd4643f1,"Akasa *NEW* Homey, Modern & Cozy Studio Apartment",2 guests · Studio · 1 bed · 1 bath,$17,5.0, (3 reviews)
